Full Name,ID Number,Manager ID,Gender,Birthday,Role,Full time/Part time/Contract,Country,Department,Grade,Current Salary,Current Bonus,Pension,Email Address,NI or Tax number,Other Unique Identifier,Ethnicity,FTE,Start Date,Leave Date,Current Employee,Area,How recruited,Relocation costs,Recruitment cost,Reason for leaving,Cost of termination,Ccy,Healthcare costs,Other benefits,Expenses,Share based payments,Performance Ranking,Engagement index,Absence Days,Absence Type,Bradford Index,Training Cost,Training Day,Successor,Total payroll cost,Total benefits,Payroll taxes,Total annual compensation,Monthly cost Including payroll taxes,Age,Tenure Years,Years to retirement,Sales targets,Span of Control,Absence detail,Team Engagement,Customer Satisfaction,Team Performance,Personal Performance,Role Start Date,Prior period performance ranking,Absence Instances
Cameron Lane,69,60,male,03/02/1953,Sales person,Full time,UK,Sales,6,81107,16607,1622,Cameron.Lane@realco.com,BF601572I,,,1,10/06/2010,,Y,East,Agency,,12600,,,GBP,750,1000,9000,0,6.3,7.5,0,,-,,,,97714,3372,13582,114669,10306,24.34,2.36,40.66,0,0,,NaN,,,,30/06/2011,6.3,0
Archie Rahman,70,60,male,23/01/1950,Sales person,Full time,UK,Sales,7,84127,61910,1683,Archie.Rahman@realco.com,GC601780D,,,1,10/11/2006,,Y,East,Agency,,13500,,,GBP,750,1000,9000,0,5,7.11,8,,128,,,,146037,3433,20299,169769,14897,24.36,5.94,40.64,0,0,,NaN,,,,24/06/2011,3.75,4
Rosa Hall,71,60,female,15/10/1952,Sales person,Full time,UK,Sales,5,88497,127448,1770,Rosa.Hall@realco.com,IH243689B,,,1,25/01/2008,,Y,East,Internal,,0,,,GBP,1500,1000,9578.66,0,5,8.05,6,,96,,,,215944,4270,30016,250230,21651,43.66,4.73,21.35,0,0,,NaN,,,,10/01/2011,6.25,4
Danielle Williams,72,60,female,04/08/1951,Sales person,Full time,UK,Sales,4,83748,56227,1675,Danielle.Williams@realco.com,AH73250B,,,1,08/08/2010,10/01/2012,N,East,Internal,5000,0,Performance,,GBP,1000,1000,9000,0,6.6,7.12,0,Sickness,-,,,,139976,3675,19457,163107,14342,31.87,1.42,33.13,0,0,Back pain,NaN,,,,08/08/2011,8.25,0
Stephanie Mercado,88,60,female,19/03/1980,Sales Assistant,Full time,UK,Sales,3,58987,0,0,Stephanie.Mercado@realco.com,HG141542B,,,1,06/12/2007,,Y,East,Internal,,0,,,GBP,1500,0,0,0,6,8.42,7,,112,,,,58987,1500,8199,68686,5724,48.01,4.87,16.99,0,0,,NaN,,,,13/10/2011,7.5,4
Samantha McKenzie,89,60,female,14/03/1954,Sales Assistant,Part time,UK,Sales,4,57640,0,0,Samantha.McKenzie@realco.com,AH184053F,,,0.8,24/06/2009,,Y,East,Agency,,8550,,,GBP,1500,0,0,0,7.2,6.46,0,,-,,,,57640,1500,8012,67152,5596,46.12,3.32,18.88,0,0,,NaN,,,,28/06/2011,5.4,0
Evie Dickinson,90,60,female,03/10/1954,Sales Assistant,Full time,UK,Sales,5,54955,0,0,Evie.Dickinson@realco.com,IC625787B,,,1,12/12/2006,,Y,East,Advert,,500,,,GBP,1500,0,0,0,5.8,6.76,5,Sickness,5,,,,54955,1500,7639,64093,5341,43.07,5.85,21.93,0,0,Other,NaN,,,,10/01/2011,5.8,1
Kyle Yates,101,60,male,04/12/1956,Sales Assistant,Full time,UK,Sales,3,52183,0,0,Kyle.Yates@realco.com,GF537373G,,,1,01/04/2011,,Y,East,Internal,,0,,,GBP,2000,0,0,0,7,8.55,0,,-,,,,52183,2000,7253,61437,5120,57.73,1.55,7.27,0,0,,NaN,,,,01/04/2011,7,0
Whitney Kowalski,61,58,female,15/05/1955,Sales manager,Full time,UK,Sales,7,107412,55593,5371,Whitney.Kowalski@realco.com,CA644359A,,,1,10/01/2011,,Y,West,Agency,,17550,,,GBP,750,1500,9000,0,5,8.32,5,Sickness,80,,,No,163005,7621,22658,193284,16857,26.47,1.77,38.53,0,12,Long-term treatment,7.586666667,7.6,6,,11/08/2011,3.75,4
Mohammed Hilton,73,61,male,03/05/1950,Sales person,Full time,UK,Sales,5,86841,102617,1737,Mohammed.Hilton@realco.com,BB939680D,,,1,08/12/2010,,Y,West,Internal,0,0,,,GBP,1500,1000,9000,0,6,6.63,9,,225,,,,189458,4237,26335,220030,19086,40.98,1.86,24.02,0,0,,NaN,,,,04/10/2012,4.5,5
Sophia Hopkins,74,61,female,27/11/1953,Sales person,Full time,UK,Sales,6,81564,23462,1631,Sophia.Hopkins@realco.com,FF463089E,,,1,15/06/2010,,Y,West,Agency,,12150,,,GBP,1500,1000,9000,0,4,7.6,7,,112,,,,105026,4131,14599,123756,11063,45.9,2.35,19.1,0,0,,NaN,,,,02/07/2011,4,4
David Jones,75,61,male,31/07/1983,Sales person,Full time,UK,Sales,7,83613,54197,1672,David.Jones@realco.com,HJ974418C,,,1,23/06/2008,,Y,West,Advert,,500,,,GBP,1500,1000,9000,0,8.8,8.01,0,,-,,,,137810,4172,19156,161138,14178,47.47,4.32,17.54,0,0,,NaN,,,,14/11/2012,10,0
Ana Robinson,76,61,female,16/09/1955,Sales person,Full time,UK,Sales,4,88296,124438,1766,Ana.Robinson@realco.com,DH750588A,,,1,07/03/2008,,Y,West,Internal,0,0,,,GBP,1500,1000,9627.07,0,5.7,7.3,6,Sickness,96,,,,212734,4266,29570,246570,21350,46.4,4.62,18.61,0,0,Flu,NaN,,,,30/09/2011,7.125,4
Wendy Smith,77,61,female,07/09/1981,Sales person,Full time,UK,Sales,5,86767,101499,1735,Wendy.Smith@realco.com,EH374877B,,,1,29/06/2011,,Y,West,Agency,,12750,,,GBP,1000,1000,10107.52,0,9.8,8.17,8,,200,,,,188265,3735,26169,218170,19023,34.02,1.31,30.98,0,0,,NaN,,,,29/06/2011,9.8,5
Michael Redmon,78,61,male,17/06/1957,Sales person,Full time,UK,Sales,6,86914,103711,1738,Michael.Redmon@realco.com,GE855776B,,,1,16/12/2008,,Y,West,Agency,,13350,,,GBP,1500,1000,11609.28,0,9.3,7.98,5,,20,,,,190625,4238,26497,221360,19414,40.74,3.84,24.27,0,0,,NaN,,,,18/09/2011,7.568,2
Connie Jameson,79,61,female,27/02/1989,Sales person,Full time,UK,Sales,4,83373,50593,1667,Connie.Jameson@realco.com,CB495965D,,,1,09/08/2010,,Y,West,Advert,,500,,,GBP,1500,1000,9306.09,0,6,6.96,4,,16,,,,133965,4167,18621,156754,13838,48.88,2.19,16.13,0,0,,NaN,,,,02/01/2012,6,2
Jake Turner,91,61,male,29/01/1958,Sales Assistant,Full time,UK,Sales,3,53456,0,0,Jake.Turner@realco.com,DB32299B,,,1,27/07/2010,11/09/2012,N,West,Internal,0,0,Performance,,GBP,750,0,0,0,5,7.38,7,Sickness,175,,,,53456,750,7430,61637,5136,22.76,2.13,42.24,0,0,Stress,NaN,,,,28/02/2012,5,5
Steven Bradford,92,61,male,10/03/1986,Sales Assistant,Full time,UK,Sales,4,52612,0,0,Steven.Bradford@realco.com,AE697188J,,,1,23/12/2010,,Y,West,Agency,,8250,,,GBP,500,0,0,0,8.1,7.6,0,,-,,,,52612,500,7313,60425,5035,19.33,1.82,45.67,0,0,,NaN,,,,10/08/2012,6.075,0
Frank Reeve,93,61,male,15/11/1989,Sales Assistant,Full time,UK,Sales,3,57210,0,0,Frank.Reeve@realco.com,FC934339C,,,1,10/05/2009,,Y,West,Agency,,7650,,,GBP,2000,0,0,0,6,7.4,8,Sickness,128,,,,57210,2000,7952,67162,5597,59.02,3.44,5.98,0,0,Stress,NaN,,,,10/01/2011,4.5,4
Christine Giddings,94,61,female,10/05/1989,Sales Assistant,Full time,UK,Sales,4,55689,0,0,Christine.Giddings@realco.com,HJ483005H,,,1,18/02/2008,,Y,West,Advert,,500,,,GBP,1000,0,0,0,4,8.44,8,,128,,,,55689,1000,7741,64430,5369,34.72,4.67,30.28,0,0,,NaN,,,,10/01/2011,4,4
Billy Brooks,95,61,male,08/05/1955,Sales Assistant,Full time,UK,Sales,4,54910,0,0,Billy.Brooks@realco.com,GG380359H,,,1,07/09/2011,,Y,West,Advert,,500,,,GBP,750,0,0,0,2,7.57,8,,72,,,,54910,750,7632,63292,5274,20.46,1.12,44.54,0,0,,NaN,,,,07/09/2011,2,3
Deborah Evans,62,58,female,20/02/1982,Sales manager,Full time,UK,Sales,7,114285,107138,5714,Deborah.Evans@realco.com,AE484028I,,,1,05/10/2008,,Y,North,Agency,,16350,,,GBP,2500,1500,9000,0,8.1,7.18,7,Sickness,112,,,Yes,221423,9714,30778,261915,22576,62.9,4.04,2.11,0,9,Stress,6.844444444,7.2,7,,10/01/2011,6.075,4
Luke Hardy,80,62,male,26/07/1983,Sales person,Full time,UK,Sales,6,87366,110492,1747,Luke.Hardy@realco.com,BI909334J,,,1,09/02/2008,,Y,North,Advert,,500,,,GBP,2000,1000,9369.56,0,6.7,6.69,6,Sickness,54,,,,197858,4747,27502,230108,19956,54.25,4.69,10.75,0,0,Stress,NaN,,,,21/07/2011,6.7,3
Robert Sullivan,81,62,male,22/02/1978,Sales person,Full time,UK,Sales,7,81115,16725,1622,Robert.Sullivan@realco.com,IE838411E,,,1,13/12/2010,,Y,North,Advert,,500,,,GBP,1500,1000,9000,0,8.4,6.23,4,,4,,,,97840,4122,13600,115562,10380,46.76,1.85,18.24,0,0,,NaN,,,,13/05/2011,6.3,1
Bethany Banks,82,62,female,26/06/1986,Sales person,Full time,UK,Sales,4,83037,45555,1661,Bethany.Banks@realco.com,HC666274J,,,1,21/04/2010,,Y,North,Advert,,500,,,GBP,2000,1000,9000,0,5.1,6.27,5,,20,,,,128592,4661,17874,151127,13344,58.25,2.5,6.75,0,0,,NaN,,,,10/01/2011,3.825,2
Tom Cox,83,62,male,14/02/1982,Sales person,Full time,UK,Sales,5,84753,71288,1695,Tom.Cox@realco.com,JH10945E,,,1,27/08/2009,,Y,North,Agency,,12900,,,GBP,750,1000,11859.64,0,9.6,7.35,6,,96,,,,156041,3445,21690,181175,16086,25.79,3.15,39.21,0,0,,NaN,,,,10/01/2011,10,4
Bennie Andrews,96,62,male,24/11/1952,Sales Assistant,Full time,UK,Sales,3,59518,0,0,Bennie.Andrews@realco.com,IE85134H,,,1,04/03/2008,,Y,North,Advert,,500,,,GBP,1500,0,0,0,8.8,7.1,0,,-,,,,59518,1500,8273,69291,5774,42.12,4.63,22.88,0,0,,NaN,,,,13/04/2012,6.6,0
Owen Oliver,97,62,male,30/05/1953,Sales Assistant,Full time,UK,Sales,3,51468,0,0,Owen.Oliver@realco.com,BH489464B,,,1,19/07/2007,,Y,North,Advert,,500,,,GBP,1500,0,0,0,7,6.85,5,,5,,,,51468,1500,7154,60122,5010,49.39,5.25,15.61,0,0,,NaN,,,,01/12/2012,7.7,1
Leslie Webb,98,62,female,05/08/1952,Sales Assistant,Full time,UK,Sales,4,57018,0,0,Leslie.Webb@realco.com,FG395060E,,,1,09/06/2011,,Y,North,Agency,,8850,,,GBP,750,0,0,0,5.9,6.42,0,Sickness,-,,,,57018,750,7926,65694,5474,25.18,1.36,39.83,0,0,Upper limb,NaN,,,,09/06/2011,7.307,0
Benjamin Wall,99,62,male,04/10/1952,Sales Assistant,Full time,UK,Sales,3,54090,0,0,Benjamin.Wall@realco.com,ED667059E,,,1,24/09/2010,,Y,North,Agency,,7950,,,GBP,2500,0,0,0,5.4,7.11,7,,175,,,,54090,2500,7519,64108,5342,63.93,2.07,1.07,0,0,,NaN,,,,21/09/2011,6.75,5
Audrey Newton,100,62,female,20/06/1986,Sales Assistant,Full time,UK,Sales,4,57719,0,0,Audrey.Newton@realco.com,HF861053G,,,1,06/01/2008,,Y,North,Agency,,7950,,,GBP,750,0,0,0,7,7.58,0,Sickness,-,,,,57719,750,8023,66491,5541,25.57,4.79,39.43,0,0,Back pain,NaN,,,,10/01/2011,6.298,0
James Porter,1234,1,male,08/01/1965,Head of Research,Full time,UK,R&D,9,165445,50742,12408,James.Porter@realco.com,DE653159G,,,1,03/11/2010,,Y,Birmingham,Agency,,22650,,,GBP,1000,2500,18000,60000,7.5,7.38,4,Sickness,4,,,No,216187,15908,30050,262146,23345,36.25,1.96,28.75,node.links.from.budget,5,Upper limb,6.966,7.6,6,,29/04/2011,9.375,1
Isobel Brennan,1235,1234,female,12/07/1971,Programme Manager,Full time,UK,R&D,7,112111,21619,5606,Isobel.Brennan@realco.com,BE321165H,,,1,30/06/2012,,Y,Birmingham,Advert,,500,,,GBP,1000,1000,15000,0,5.2,6.82,4,,4,,,No,133730,7606,18588,159924,14577,31.01,0.3,33.99,node.links.from.budget,8,,6.62625,5.1,1,,30/06/2012,5.2,1
Thomas Gurrola,1237,1235,male,04/07/1947,Programme Manager,Full time,UK,R&D,7,98353,15723,4918,Thomas.Gurrola@realco.com,FG190285E,,,1,26/02/2008,,Y,Birmingham,Agency,,13500,,,GBP,1000,1000,15000,0,7.1,6.61,7,,112,,,Yes,114075,6918,15856,136849,12654,35.48,4.65,29.52,node.links.from.budget,4,,6.905,8.2,8,,10/01/2011,5.325,4
Kate Norris,1250,1237,female,20/09/1948,Project Manager,Full time,UK,R&D,6,35000,3500,1750,Kate.Norris@realco.com,BE860305G,,,1,12/06/2008,,Y,Birmingham,Advert,,500,,,GBP,750,500,19170.77,0,5.2,7.34,0,Sickness,-,,,No,38500,3000,5352,46852,5502,28.81,4.35,36.19,node.links.from.budget,8,Long-term treatment,6.8275,5.3,4,,10/01/2011,5.2,0
Susan Thompson,1273,1250,female,22/10/1970,Research Level 4,Full time,UK,R&D,5,65131,7566,1954,Susan.Thompson@realco.com,IA845834F,,,1,07/08/2009,,Y,Birmingham,Agency,,4950,,,GBP,2000,0,0,0,2,5.96,11,,704,,,,72697,3954,10105,86755,7230,51.62,3.2,13.38,node.links.from.budget,0,,NaN,,,,05/04/2011,2,8
Lucy Ward,1296,1250,female,15/07/1952,Research Level 1,Full time,UK,R&D,2,34748,0,695,Lucy.Ward@realco.com,ID728630B,,,1,22/11/2006,,Y,Birmingham,Agency,,6600,,,GBP,750,0,0,0,8.3,7.6,7,Sickness,112,,,,34748,1445,4830,41023,3419,23.33,5.91,41.68,node.links.from.budget,0,Injury,NaN,,,,10/01/2011,6.425,4
Danny Lucas,1319,1250,male,23/06/1973,Research Level 2,Full time,UK,R&D,3,47212,3702,944,Danny.Lucas@realco.com,IC383859A,,,1,21/02/2010,,Y,Birmingham,Agency,,7050,,,GBP,750,0,0,0,8.9,8.23,6,Sickness,96,,,,50914,1694,7077,59685,4974,29.26,2.66,35.75,node.links.from.budget,0,Back pain,NaN,,,,14/05/2012,6.675,4
Susan Zuniga,1347,1250,female,02/04/1965,Research Level 4,Full time,UK,R&D,5,60354,5177,1811,Susan.Zuniga@realco.com,AG288334F,,,1,22/10/2006,,Y,Birmingham,Advert,,500,,,GBP,2000,0,0,0,2.9,7.39,8,,128,,,,65531,3811,9109,78450,6538,50.45,5.99,14.55,node.links.from.budget,0,,NaN,,,,10/01/2011,3.625,4
Dustin Altamirano,1370,1250,male,03/02/1966,Research Level 3,Full time,UK,R&D,4,51156,4154,1023,Dustin.Altamirano@realco.com,HG97648G,,,1,20/04/2007,,Y,Birmingham,Advert,,500,,,GBP,1000,0,0,0,0.1,4.76,12,,300,,,,55311,2023,7688,65022,5418,38.48,5.5,26.52,node.links.from.budget,0,,NaN,,,,10/03/2012,2,5
Max Knowles,1393,1250,male,18/07/1967,Research Level 2,Full time,UK,R&D,3,52161,4527,1043,Max.Knowles@realco.com,ED463011I,,,1,10/06/2007,,Y,Birmingham,Advert,,500,,,GBP,750,0,0,0,4.9,7.13,5,,5,,,,56688,1793,7880,66361,5530,25.05,5.36,39.95,node.links.from.budget,0,,NaN,,,,08/07/2012,6.125,1
Dominic Wilkinson,1416,1250,male,01/09/1971,Research Level 4,Full time,UK,R&D,5,68595,9297,2058,Dominic.Wilkinson@realco.com,BD432796G,,,1,29/11/2007,,Y,Birmingham,Advert,,500,,,GBP,1500,0,0,0,0.6,6.9,6,,24,,,,77892,3558,10827,92277,7690,47.5,4.89,17.5,node.links.from.budget,0,,NaN,,,,10/01/2011,2,2
Robert Benavides,1439,1250,male,05/01/1948,Research Level 5,Full time,UK,R&D,6,77511,22511,3100,Robert.Benavides@realco.com,BG482851B,,,1,16/02/2010,,Y,Birmingham,Advert,,500,,,GBP,2000,0,0,0,4.5,6.65,0,Sickness,-,,,,100023,5100,13903,119026,9919,56.49,2.67,8.52,node.links.from.budget,0,Upper limb,NaN,,,,12/05/2011,3.375,0
Connor Morton,1251,1237,male,12/09/1947,Project Manager,Full time,UK,R&D,6,60227,2613,3011,Connor.Morton@realco.com,IF632744C,,,1,23/11/2007,,Y,Birmingham,Advert,,500,,,GBP,2000,500,18000,0,8.5,7,0,,-,,,No,62840,5511,8735,77087,7924,54.4,4.91,10.61,node.links.from.budget,8,,6.82125,6,1,,10/01/2011,6.375,0
Charlotte Bowen,1274,1251,female,31/03/1968,Research Level 5,Full time,UK,R&D,6,70419,15419,2817,Charlotte.Bowen@realco.com,FI696542E,,,1,31/03/2009,,Y,Birmingham,Agency,,4950,,,GBP,2000,0,0,0,3.5,5.98,7,,63,,,,85837,4817,11931,102585,8549,57.93,3.55,7.07,node.links.from.budget,0,,NaN,,,,13/05/2011,4.233,3
Raymond Cain,1297,1251,male,18/05/1949,Research Level 4,Full time,UK,R&D,5,67528,8764,2026,Raymond.Cain@realco.com,AB754364I,,,1,17/07/2011,,Y,Birmingham,Agency,,7350,,,GBP,1500,0,0,0,5.2,7.63,3,,3,,,,76293,3526,10605,90423,7535,46.46,1.26,18.54,node.links.from.budget,0,,NaN,,,,17/07/2011,5.2,1
Ava Henry,1320,1251,female,09/10/1948,Research Level 5,Full time,UK,R&D,6,75199,20199,3008,Ava.Henry@realco.com,ID737811C,,,1,21/11/2006,,Y,Birmingham,Advert,,500,,,GBP,2500,0,0,0,4.6,7.17,7,,175,,,,95398,5508,13260,114166,9514,63.16,5.91,1.84,node.links.from.budget,0,,NaN,,,,10/01/2011,5.75,5
Michael Mora,1348,1251,male,23/11/1967,Research Level 3,Full time,UK,R&D,4,54471,4596,1089,Michael.Mora@realco.com,IB30610D,,,1,30/06/2011,03/02/2012,N,Birmingham,Advert,,500,Performance,,GBP,1000,0,0,0,2.2,6.84,8,,72,,,,59067,2089,8210,69367,5781,36.64,0.6,28.36,node.links.from.budget,0,,NaN,,,,05/06/2012,2.2,3
Jordan Brooks,1371,1251,male,03/12/1972,Research Level 3,Full time,UK,R&D,4,59345,5246,1187,Jordan.Brooks@realco.com,HF887461B,,,1,24/09/2009,,Y,Birmingham,Agency,,9000,,,GBP,1000,0,0,0,7.6,6.55,5,,20,,,,64591,2187,8978,75756,6313,38.24,3.07,26.76,node.links.from.budget,0,,NaN,,,,25/10/2011,7.6,2
Archie Gallagher,1394,1251,male,05/06/1949,Research Level 4,Full time,UK,R&D,5,67095,8547,2013,Archie.Gallagher@realco.com,EB861085C,,,1,27/08/2007,,Y,Birmingham,Internal,0,0,,,GBP,1500,0,0,0,4.5,7.81,7,,112,,,,75642,3513,10514,89670,7472,45.14,5.15,19.87,node.links.from.budget,0,,NaN,,,,17/06/2012,4.5,4
Mary Ward,1417,1251,female,18/05/1967,Research Level 2,Full time,UK,R&D,3,40901,2650,818,Mary.Ward@realco.com,ID812781E,,,1,24/03/2007,,Y,Birmingham,Agency,,10200,,,GBP,750,0,0,0,6.2,5.89,9,,144,,,,43551,1568,6054,51172,4264,28.42,5.58,36.58,node.links.from.budget,0,,NaN,,,,10/01/2011,4.65,4
John Taylor,1440,1251,male,13/06/1974,Research Level 1,Full time,UK,R&D,2,32694,0,654,John.Taylor@realco.com,IG82222F,,,1,27/03/2009,,Y,Birmingham,Advert,,500,,,GBP,750,0,0,0,5.2,6.7,8,,72,,,,32694,1404,4545,38643,3220,24.39,3.56,40.61,node.links.from.budget,0,,NaN,,,,10/11/2012,3.9,3
Poppy Burrows,1252,1237,female,29/01/1948,Project Manager,Full time,UK,R&D,6,56295,648,2815,Poppy.Burrows@realco.com,ED181044H,,,1,18/04/2007,,Y,Birmingham,Agency,,9300,,,GBP,2000,500,18000,0,5.2,5.5,10,,250,,,No,56943,5315,7915,70172,7348,57.24,5.51,7.76,node.links.from.budget,8,,7.08,5.5,3,,10/11/2012,6.5,5
Joseph Valenza,1275,1252,male,05/01/1969,Research Level 5,Full time,UK,R&D,6,65106,10106,2604,Joseph.Valenza@realco.com,HD396356H,,,1,19/12/2008,,Y,Birmingham,Internal,,0,,,GBP,2000,0,0,0,4.3,6.6,8,,200,,,,75211,4604,10454,90270,7522,58.94,3.83,6.06,node.links.from.budget,0,,NaN,,,,10/01/2011,3.225,5
Leah Hutchinson,1298,1252,female,27/06/1972,Research Level 5,Full time,UK,R&D,6,66166,11166,2647,Leah.Hutchinson@realco.com,GH439116C,,,1,01/06/2011,,Y,Birmingham,Advert,,500,,,GBP,2000,0,0,0,7.9,7.22,5,,20,,,,77332,4647,10749,92728,7727,58.09,1.38,6.92,node.links.from.budget,0,,NaN,,,,01/06/2011,6.237,2
Robert Battle,1321,1252,male,23/02/1952,Research Level 1,Full time,UK,R&D,2,33012,0,660,Robert.Battle@realco.com,IG559149J,,,1,15/06/2007,,Y,Birmingham,Advert,,500,,,GBP,750,0,0,0,6.9,7.23,0,,-,,,,33012,1410,4589,39011,3251,23.12,5.35,41.88,node.links.from.budget,0,,NaN,,,,10/01/2011,5.175,0
Leo Stovall,1349,1252,male,26/11/1976,Research Level 1,Full time,UK,R&D,2,30452,0,609,Leo.Stovall@realco.com,HA682265G,,,1,06/03/2010,,Y,Birmingham,Advert,,500,,,GBP,750,0,0,0,7.2,6.54,0,,-,,,,30452,1359,4233,36044,3004,24.03,2.62,40.97,node.links.from.budget,0,,NaN,,,,16/10/2012,5.4,0
Courtney Dean,1372,1252,female,11/01/1950,Research Level 3,Full time,UK,R&D,4,57314,4975,1146,Courtney.Dean@realco.com,HC344225H,,,1,11/06/2009,,Y,Birmingham,Advert,,500,,,GBP,1500,0,0,0,4.8,7.29,5,,20,,,,62290,2646,8658,73594,6133,43.37,3.36,21.63,node.links.from.budget,0,,NaN,,,,10/01/2011,3.746,2
Chloe Nicholson,1395,1252,female,04/03/1948,Research Level 5,Full time,UK,R&D,6,71896,16896,2876,Chloe.Nicholson@realco.com,FE845650D,,,1,13/09/2009,,Y,Birmingham,Internal,,0,,,GBP,2500,0,0,0,6.9,7.66,0,,-,,,,88793,5376,12342,106511,8876,65.73,3.1,-0.73,node.links.from.budget,0,,NaN,,,,10/01/2011,6.9,0
Sam Alexander,1418,1252,male,14/06/1974,Research Level 4,Full time,UK,R&D,5,64298,7149,1929,Sam.Alexander@realco.com,BA605229A,,,1,09/02/2011,,Y,Birmingham,Agency,,11400,,,GBP,1500,0,0,0,5.2,6.53,6,,96,,,,71447,3429,9931,84807,7067,48.51,1.69,16.49,node.links.from.budget,0,,NaN,,,,09/02/2011,3.926,4
Jamie Marshall,1441,1252,male,26/01/1971,Research Level 3,Full time,UK,R&D,4,63372,5783,1267,Jamie.Marshall@realco.com,CG643854D,,,1,19/11/2007,,Y,Birmingham,Agency,,10500,,,GBP,1500,0,0,0,7.3,7.57,5,Sickness,45,,,,69155,2767,9613,81535,6795,44.14,4.92,20.86,node.links.from.budget,0,Back pain,NaN,,,,04/10/2012,9.125,3
Harrison Flynn,1253,1237,male,07/07/1963,Project Manager,Full time,UK,R&D,6,68959,6979,3448,Harrison.Flynn@realco.com,IC246348F,,,1,26/02/2008,20/11/2008,N,Birmingham,Agency,,12300,Redundancy,9000,GBP,1500,500,21080.42,0,7.3,7.78,5,,20,,,Yes,75938,5448,10555,91941,9418,44.59,0.73,20.41,node.links.from.budget,8,,7.2425,6.4,3,,16/04/2012,7.3,2
Emma Kirk,1276,1253,female,16/05/1970,Research Level 1,Full time,UK,R&D,2,28161,0,563,Emma.Kirk@realco.com,GC832232B,,,1,16/02/2007,,Y,Birmingham,Internal,,0,,,GBP,750,0,0,0,5.6,7.22,7,,112,,,,28161,1313,3914,33389,2782,24.93,5.67,40.07,node.links.from.budget,0,,NaN,,,,01/01/2013,5.6,4
Lily Glover,1299,1253,female,19/06/1948,Research Level 5,Full time,UK,R&D,6,66542,11542,2662,Lily.Glover@realco.com,GG684081J,,,1,05/04/2010,,Y,Birmingham,Advert,,500,,,GBP,2000,0,0,0,4.5,5.73,8,,72,,,,78084,4662,10854,93599,7800,57.22,2.54,7.78,node.links.from.budget,0,,NaN,,,,10/01/2011,3.375,3
Sanford Woolf,1322,1253,male,20/01/1971,Research Level 3,Full time,UK,R&D,4,56577,4877,1132,Sanford.Woolf@realco.com,BF530706E,,,1,15/10/2008,,Y,Birmingham,Advert,,500,,,GBP,1500,0,0,0,5.5,7.08,8,,288,,,,61454,2632,8542,72627,6052,43.79,4.01,21.21,node.links.from.budget,0,,NaN,,,,10/01/2011,4.125,6
Evan Connolly,1350,1253,male,20/12/1970,Research Level 3,Full time,UK,R&D,4,64527,5937,1291,Evan.Connolly@realco.com,BB26217B,,,1,26/02/2011,,Y,Birmingham,Agency,,7950,,,GBP,1500,0,0,0,6.1,7.69,7,,112,,,,70464,2791,9795,83050,6921,43.22,1.64,21.78,node.links.from.budget,0,,NaN,,,,26/02/2011,6.1,4
Maya Giles,1373,1253,female,07/06/1966,Research Level 4,Full time,UK,R&D,5,62570,6285,1877,Maya.Giles@realco.com,JH231980H,,,1,03/01/2008,,Y,Birmingham,Advert,,500,,,GBP,1500,0,0,0,6.2,8.07,0,,-,,,,68855,3377,9571,81803,6817,45.24,4.79,19.76,node.links.from.budget,0,,NaN,,,,10/01/2011,6.2,0
Hayden Davies,1396,1253,male,31/08/1950,Research Level 3,Full time,UK,R&D,4,61298,5506,1226,Hayden.Davies@realco.com,GE594955D,,,1,05/01/2008,,Y,Birmingham,Advert,,500,,,GBP,1000,0,0,0,7.2,7.01,6,,54,,,,66804,2226,9286,78316,6526,35.56,4.79,29.44,node.links.from.budget,0,,NaN,,,,10/01/2011,7.2,3
Robert Vice,1419,1253,male,08/05/1971,Research Level 3,Full time,UK,R&D,4,58606,5148,1172,Robert.Vice@realco.com,BA889645A,,,1,01/06/2007,,Y,Birmingham,Agency,,10350,,,GBP,1000,0,0,0,8.8,8.09,4,,4,,,,63754,2172,8862,74788,6232,39.06,5.39,25.95,node.links.from.budget,0,,NaN,,,,10/01/2011,6.6,1
Naomi Leonard,1442,1253,female,10/04/1952,Research Level 1,Full time,UK,R&D,2,30355,0,607,Naomi.Leonard@realco.com,DA150365C,,,1,18/12/2010,,Y,Birmingham,Agency,,10200,,,GBP,750,0,0,0,8,7.05,0,,-,,,,30355,1357,4219,35932,2994,22.39,1.84,42.61,node.links.from.budget,0,,NaN,,,,23/03/2012,6,0
Rich Wheaton,1240,1235,male,01/11/1966,Programme Manager,Full time,UK,R&D,7,118651,24422,5933,Rich.Wheaton@realco.com,GF355561A,,,1,19/08/2011,,Y,Birmingham,Internal,,0,,,GBP,1000,1000,15000,0,9.1,8.72,2,,2,,,No,143073,7933,19887,170892,15491,34.57,1.17,30.43,node.links.from.budget,4,,6.77,7.9,1,,19/08/2011,6.825,1
Harvey Stokes,1258,1240,male,04/09/1948,Project Manager,Full time,UK,R&D,6,79927,12463,3996,Harvey.Stokes@realco.com,DC15958A,,,1,30/12/2007,24/11/2009,N,Birmingham,Advert,,500,Career Development,,GBP,1500,500,18000,0,4.5,6.68,5,,5,,,No,92390,5996,12842,111229,10769,47.65,1.9,17.35,node.links.from.budget,9,,7.23,5.6,2,,14/02/2011,5.456,1
